Time	Dis1	Dis2	Dis3	Dis4	Dis5	Dis6	Dis7	Acc7
0	-0.02	-0.00875	-0.00125	-0.0025	0.0025	0.00875	0.01375	-6.5625E-5
0.01	-0.015	-0.0075	0.0025	0.00125	0.00375	0.01	0.01375	6.5625E-5
0.02	-0.0125	-0.00375	0.00875	0.00375	0.005	0.01125	0.01625	1.96875E-4
0.03	-0.015	-0.0025	0.005	0.00375	0.00625	0.01	0.01625	-3.28125E-4
0.04	-0.01625	-0.00125	0.00374999999999999	0.0025	0.00375	0.0125	0.01875	2.625E-4
0.05	-0.01625	-0.00375	0.00374999999999999	0.0025	0.005	0.00875	0.0175	4.59375E-4
0.06	-0.01375	0	0.01125	0.00375	0.00625	0.015	0.0225	6.5625E-5
0.07	-0.0175	-0.00625	0.00625	0.00375	0.0075	0.01625	0.0225	-3.28125E-4
0.08	-0.015	0	0.00625	0.005	0.00375	0.01625	0.025	-2.625E-4
0.09	-0.015	-0.005	0.005	0.0025	0.00625	0.015	0.0225	1.3125E-4
0.1	-0.01625	-0.00125	0.00625	0.00375	0.00375	0.01	0.01625	-5.25E-4
0.11	-0.0225	-0.0075	0	-0.0025	-0.0025	0.00625	0.015	6.5625E-5
0.12	-0.0175	0.0025	0.0075	0.00625	0.00875	0.01625	0.02	3.9375E-4
0.13	-0.01625	-0.00375	0.00625	0.0025	0.00375	0.00625	0.02	-6.5625E-5
0.14	-0.0175	-0.005	0.005	-0.00125	0.005	0.00875	0.015	-1.3125E-4
0.15	-0.015	-0.005	0.0025	-0.00125	0.0025	0.00875	0.01125	-3.9375E-4
0.16	-0.01875	-0.0075	0.00625	-0.0025	0.00375	0.005	0.01125	-1.96875E-4
0.17	-0.01625	-0.01	0.00374999999999999	-0.005	0.0025	0.01	0.0075	-3.28125E-4
0.18	-0.02125	-0.005	0.00625	-0.00125	0.005	0.0075	0.01375	-3.9375E-4
0.19	-0.02375	-0.01375	0	-0.01	-0.00375	0.0025	0.01	-5.25E-4
0.2	-0.02125	-0.01125	-0.00125	-0.0025	-0.00125	0.005	0.0075	-7.875E-4
0.21	-0.01625	-0.0075	0.00374999999999999	0.00125	0.0025	0.005	0.01	-1.3125E-4
0.22	-0.02125	-0.01	-0.0025	-0.00375	-0.00125	0.0025	0.00625	-5.25E-4
0.23	-0.01375	-0.005	0.00374999999999999	0.00375	0.00375	0.01	0.0175	-6.5625E-5
0.24	-0.015	-0.005	0.00125	0.0025	0.00125	0.0075	0.0125	-6.5625E-5
0.25	-0.01625	-0.00375	0.005	-0.00125	0.00375	0.00875	0.015	6.5625E-5
0.26	-0.02125	-0.0075	0.0025	0.00375	0.00375	0.00875	0.01625	2.625E-4
0.27	-0.00375	0.0025	0.00625	0.0075	0.01	0.01625	0.02	1.3125E-4
0.28	-0.01	-0.0025	0.00625	0.00125	0	0.00875	0.01625	-2.625E-4
0.29	-0.01625	-0.00625	0.0025	0	0.0025	0.0075	0.01375	-6.5625E-5
0.3	-0.0075	-0.00125	0.00625	0.0075	0.0075	0.01625	0.0175	3.9375E-4
0.31	-0.0125	-0.005	0.00625	0.00125	0.00375	0.00875	0.015	0
0.32	-0.015	-0.005	0.005	-0.00125	0.00625	0.00875	0.0125	-6.5625E-5
0.33	-0.01125	0.00125	0.005	0.0025	0.005	0.0075	0.0125	1.96875E-4
0.34	-0.01375	-0.00625	0.0025	-0.00375	0.0025	0.00625	0.0125	-6.5625E-4
0.35	-0.015	-0.0075	0.00374999999999999	0.00125	0.00625	0.00375	0.0125	-5.90625E-4
0.36	-0.015	-0.0025	0.0025	-0.005	0.00625	0.00375	0.0125	-6.5625E-5
0.37	-0.015	-0.00375	0.0025	-0.00375	0.00125	0.005	0.0075	-3.28125E-4
0.38	-0.02	-0.0075	-0.00125	-0.0025	0.00375	0.00625	0.00875	-7.21875E-4
0.39	-0.0125	-0.00625	0.0025	0.00125	0.00375	0.01	0.01125	-5.25E-4
0.4	-0.02	-0.01	0.0025	-0.005	0	0.00125	0.005	-3.9375E-4
0.41	-0.01625	-0.00375	0.0025	-0.0025	0.00125	0.005	0.0075	-8.53125E-4
0.42	-0.01875	-0.005	-0.00125	-0.00125	0	0.0025	0.005	-7.875E-4
0.43	-0.01375	-0.00375	0.0025	-0.00375	0	0.00625	0.00625	0
0.44	-0.01625	-0.00625	0.00374999999999999	0.00125	-0.00125	0.00625	0.01375	6.5625E-5
0.45	-0.01375	-0.00375	0.00125	0	0.00375	0.00875	0.01375	-4.59375E-4
0.46	-0.015	-0.0025	0.0025	0.00375	0.00375	0.01125	0.01625	1.96875E-4
0.47	-0.01625	-0.0025	0.00374999999999999	0	0	0.00375	0.01375	-1.96875E-4
0.48	-0.015	-0.00125	0.005	-0.00125	0.00375	0.01375	0.01875	0
0.49	-0.01375	-0.0075	0.00125	0.00125	0.0025	0.0075	0.015	-3.28125E-4
0.5	-0.015	-0.00125	0.005	0.005	0.00375	0.01	0.015	0
0.51	-0.01625	-0.005	0.005	-0.00125	0.005	0.0075	0.01875	-3.28125E-4
0.52	-0.01125	0	0.00875	0.0075	0.0075	0.0125	0.02	-1.3125E-4
0.53	-0.01625	-0.00875	0.0025	0	0.00375	0.005	0.01375	-3.28125E-4
0.54	-0.01375	-0.005	0.00374999999999999	0.0025	0.005	0.01	0.015	-1.96875E-4
0.55	-0.01875	-0.0075	0.00125	0	0.0075	0.0075	0.0125	-4.59375E-4
0.56	-0.015	-0.0075	0.0025	-0.0025	0.0025	0.0075	0.0125	-9.84375E-4
0.57	-0.02125	-0.00875	0.0025	-0.00375	0.00125	0.00625	0.0125	-9.84375E-4
0.58	-0.02125	-0.00375	0.00374999999999999	-0.0025	0.0025	0.00625	0.01375	-5.90625E-4
0.59	-0.02125	-0.01375	-0.00375	-0.005	0	0.00625	0.01125	-7.875E-4
0.6	-0.0175	-0.005	0.0075	0.00125	0.0025	0.00875	0.01625	-3.9375E-4
0.61	-0.02	-0.0075	0.00125	0	0.0025	0.005	0.0125	-6.5625E-4
0.62	-0.01625	-0.0025	0.005	0.00375	0.00375	0.0125	0.01625	-3.28125E-4
0.63	-0.01875	-0.005	0.0025	0.0025	0.00375	0.01	0.01375	-8.53125E-4
0.64	-0.02	-0.0025	0.00374999999999999	-0.00375	0.00375	0.01	0.015	-4.59375E-4
0.65	-0.015	-0.005	0.00374999999999999	0.0075	0.00625	0.01625	0.0225	-1.96875E-4
0.66	-0.01375	-0.00375	0.00374999999999999	0.005	0.00875	0.01375	0.0225	2.625E-4
0.67	-0.01375	0.0025	0.00875	0.0075	0.0075	0.015	0.025	1.96875E-4
0.68	-0.02625	-0.0075	-0.0025	-0.00125	0.0025	0.01125	0.01625	-7.875E-4
0.69	-0.01875	-0.00375	0.00625	0	0.00875	0.0125	0.02375	-5.25E-4
0.7	-0.01625	-0.005	0.005	0.00375	0.00375	0.01375	0.0225	-7.21875E-4
0.71	-0.01625	-0.00375	0.00374999999999999	0	0.00625	0.0125	0.025	3.28125E-4
0.72	-0.0125	-0.0025	0.00875	0.0075	0.00875	0.0125	0.02	0
0.73	-0.02	-0.0075	0.0025	0.00125	0.00375	0.00875	0.01875	-1.96875E-4
0.74	-0.01125	-0.00375	0.0075	0.00625	0.0075	0.015	0.02	-2.625E-4
0.75	-0.025	-0.005	0.005	-0.0025	0.00625	0.00625	0.01875	-2.625E-4
0.76	-0.025	-0.00625	0.00125	-0.005	0	0.005	0.01375	-0.001115625
0.77	-0.01875	-0.0075	0.00374999999999999	0.00125	0.0025	0.00875	0.0175	-7.875E-4
0.78	-0.0225	-0.00875	-0.00125	-0.00125	0.00125	0.00875	0.01375	-9.84375E-4
0.79	-0.01625	-0.00625	0.005	0	0.00375	0.00875	0.01125	-4.59375E-4
0.8	-0.0175	-0.0075	0.00625	-0.00125	0	0.01	0.02	-1.96875E-4
0.81	-0.02	-0.0075	0.00625	-0.00375	-0.00125	0.005	0.01375	-0.001115625
0.82	-0.01625	-0.005	0.00374999999999999	0.005	0.00625	0.01	0.01625	1.96875E-4
0.83	-0.02125	-0.0075	0.0025	0	0	0.00625	0.015	-3.28125E-4
0.84	-0.015	-0.0075	0.00625	0	0.00375	0.01	0.015	-1.3125E-4
0.85	-0.015	-0.005	0.00374999999999999	0.005	0.005	0.00875	0.01875	-3.9375E-4
0.86	-0.02125	-0.00875	0.005	-0.00375	0	0.00625	0.0125	-7.875E-4
0.87	-0.0125	-0.0025	0.0075	0.00625	0.00625	0.01125	0.01625	1.3125E-4
0.88	-0.01625	-0.005	0.00374999999999999	0	0.00125	0.01	0.01625	-1.3125E-4
0.89	-0.01375	-0.00375	0.00625	0.00375	0.00625	0.01	0.01625	-1.3125E-4
0.9	-0.01875	-0.00625	0.0025	-0.005	0.005	0.00875	0.01375	1.3125E-4
0.91	-0.0175	-0.00375	0.00374999999999999	0.00375	0.00125	0.00625	0.015	-3.28125E-4
0.92	-0.01375	-0.0075	0.005	0.0025	0.0025	0.01125	0.01625	-1.96875E-4
0.93	-0.025	-0.01125	0.0025	-0.00375	0.00375	0.005	0.00875	-6.5625E-4
0.94	-0.0175	-0.00375	0.00374999999999999	0	0.00125	0.00625	0.01125	-6.5625E-5
0.95	-0.01625	-0.00625	0.00374999999999999	-0.00125	0.0025	0.00875	0.0125	-7.21875E-4
0.96	-0.02	-0.01	0.00125	-0.00375	0.00125	0.0075	0.00875	-3.9375E-4
0.97	-0.01875	-0.005	0.00625	-0.0025	0.00125	0.01	0.0125	-6.5625E-5
0.98	-0.02	-0.01	-0.0025	-0.005	-0.00125	0	0.0075	-0.001115625
0.99	-0.0125	-0.00625	0.00625	-0.005	0.00125	0.005	0.00875	-9.84375E-4
1	-0.015	-0.0075	0.00125	0	-0.00125	0.005	0.01	-7.21875E-4
1.01	-0.01875	-0.01125	0.00125	-0.0025	0.00125	0.0025	0.0075	-9.84375E-4
1.02	-0.02	-0.01125	0.0025	-0.00375	-0.00125	0.00625	0.00625	-9.1875E-4
1.03	-0.01875	-0.01125	0.00125	-0.00375	-0.00375	0.0025	0.0075	-6.5625E-4
1.04	-0.01375	-0.00375	0.005	0	0	0.0075	0.01	-3.28125E-4
1.05	-0.02	-0.00375	0.00125	0	0.00125	0.0075	0.01	-9.1875E-4
1.06	-0.01875	-0.0125	-0.00125	-0.00625	-0.00125	0.005	0.00875	-5.90625E-4
1.07	-0.0125	-0.005	0.005	-0.00125	0.00375	0.01	0.01125	-5.90625E-4
1.08	-0.01875	-0.0125	0.0025	-0.00625	-0.00375	0.0075	0.01375	-1.96875E-4
1.09	-0.01375	-0.00125	0.0075	0.00125	0.00625	0.01375	0.0175	6.5625E-5
1.1	-0.0175	-0.00625	0.0025	0	0.0025	0.0075	0.015	-1.96875E-4
1.11	-0.01375	-0.00125	0.00625	0.00125	0.005	0.01	0.01375	-2.625E-4
1.12	-0.01625	-0.01	0.005	-0.0025	0.00375	0.005	0.0175	-3.28125E-4
1.13	-0.01375	-0.0075	0.00125	0	0.00375	0.0075	0.0125	-7.875E-4
1.14	-0.0175	-0.0075	0.00125	-0.00375	-0.00125	0.00375	0.0075	-7.21875E-4
1.15	-0.015	-0.01125	0.00625	0.00125	0.0025	0.00625	0.01625	-2.625E-4
1.16	-0.0175	-0.005	0.0025	-0.00125	0.00375	0.0075	0.0125	-9.84375E-4
1.17	-0.0225	-0.01125	-0.00125	-0.00375	0	0.00375	0.01	-7.875E-4
1.18	-0.0175	-0.00625	0.00625	-0.005	0.00375	0.0075	0.01375	-1.3125E-4
1.19	-0.0175	-0.00875	0.00374999999999999	-0.005	0.00125	0.005	0.01	-2.625E-4
1.2	-0.01875	-0.0125	0.00125	-0.005	0.00125	0.005	0.01	-0.00105
1.21	-0.01875	-0.00625	0.005	0.00125	0	0.0075	0.01375	-7.875E-4
1.22	-0.02	-0.01125	-0.00125	-0.005	0.00125	0.00625	0.01125	-7.21875E-4
1.23	-0.01875	-0.00625	0.00625	0.00125	0.00625	0.0075	0.01625	-3.28125E-4
1.24	-0.01375	-0.00875	0.00374999999999999	0.00125	0.00375	0.01	0.01875	-3.9375E-4
1.25	-0.02125	-0.005	0.005	0.0025	0.0025	0.0125	0.01875	-7.21875E-4
1.26	-0.015	-0.0025	0.005	0.0025	0.005	0.0125	0.02125	-3.28125E-4
1.27	-0.01875	-0.00625	0.00374999999999999	0.0025	0.0025	0.00875	0.02	-5.25E-4
1.28	-0.01375	-0.00125	0.0075	0.00875	0.00625	0.015	0.0275	2.625E-4
1.29	-0.015	-0.0075	-0.00125	0.00125	0.0025	0.015	0.0175	-5.25E-4
1.3	-0.0125	-0.0025	0.0075	0.00875	0.00875	0.0175	0.02375	-1.3125E-4
1.31	-0.01	0	0.01	0.00625	0.00875	0.01625	0.02625	-1.3125E-4
1.32	-0.01375	-0.00375	0.00625	0.00375	0.00375	0.0125	0.0225	-6.5625E-5
1.33	-0.01875	-0.0075	0.005	0	0.00125	0.01125	0.02	1.3125E-4
1.34	-0.01375	-0.00625	0.00875	0.00375	0.00375	0.015	0.02	-3.28125E-4
1.35	-0.015	-0.00625	0.0025	0.0025	0.00625	0.0125	0.02	-3.28125E-4
1.36	-0.0225	-0.01125	-0.00125	-0.0025	0	0.00625	0.01375	-8.53125E-4
1.37	-0.01875	-0.005	0.005	-0.00375	0.00375	0.0075	0.015	-9.1875E-4
1.38	-0.02	-0.0075	0.0025	0	-0.00125	0.00625	0.00875	-7.21875E-4
1.39	-0.0175	-0.01	0.00125	-0.0025	0.00125	0.005	0.01375	-6.5625E-4
1.4	-0.01875	-0.0075	0.0025	-0.00375	0.005	0.0075	0.01125	-9.1875E-4
1.41	-0.0175	-0.0075	0.0025	-0.00125	0.00125	0.005	0.015	-2.625E-4
1.42	-0.01625	-0.0075	0	-0.00375	-0.00125	0.005	0.01125	-4.59375E-4
1.43	-0.0175	-0.00875	0.0025	-0.00125	-0.00125	0.0075	0.015	-6.5625E-5
1.44	-0.01625	-0.005	0.005	0.00125	0	0.00625	0.01625	3.28125E-4
1.45	-0.01625	-0.00375	0.0025	0.00125	0.00125	0.01	0.01875	-4.59375E-4
1.46	-0.0125	-0.00375	0.00625	0.0025	0.0075	0.0075	0.015	-5.25E-4
1.47	-0.0175	-0.005	0.00125	0	0.00125	0.01	0.01625	1.3125E-4
1.48	-0.0175	-0.005	0.00125	0	0.00375	0.0075	0.0125	6.5625E-5
1.49	-0.015	-0.0025	0	0.00375	0.005	0.01	0.0175	1.3125E-4
1.5	-0.015	-0.005	0.0025	0.0025	0.00375	0.00875	0.015	3.9375E-4
1.51	-0.01875	-0.005	0.00374999999999999	0.00125	0.00375	0.01125	0.01875	2.625E-4
1.52	-0.015	-0.005	0.005	0.00375	0.005	0.0125	0.0225	-6.5625E-5
1.53	-0.01625	-0.0025	0.01	0.00125	0.005	0.01	0.01625	-1.96875E-4
1.54	-0.0175	-0.00375	0.0025	-0.005	0.0025	0.00625	0.015	-3.28125E-4
1.55	-0.01875	-0.0075	0.00374999999999999	-0.0025	0.00375	0.00625	0.01375	-2.625E-4
1.56	-0.02125	-0.01	0.0025	0	-0.00125	0.005	0.01125	-7.875E-4
1.57	-0.0125	-0.005	0.00374999999999999	0.00125	0.00375	0.00625	0.01375	-2.625E-4
1.58	-0.01875	-0.0075	0.005	-0.00625	0.0025	0.00375	0.01	-2.625E-4
1.59	-0.02375	-0.01125	-0.0025	-0.00875	-0.005	0	0.005	-9.84375E-4
1.6	-0.01625	-0.00125	0.00374999999999999	-0.0025	0.00125	0.00625	0.01125	-1.3125E-4
1.61	-0.01875	-0.00875	0	-0.005	-0.00125	0.00375	0.0075	-0.001246875
1.62	-0.02375	-0.0075	-0.00125	-0.00375	0.00125	0.00125	0.01	-0.00118125
1.63	-0.02125	-0.0025	0.00125	0	0	0.005	0.01125	-3.28125E-4
1.64	-0.02375	-0.0075	-0.00125	-0.00875	0	0.0025	0.00875	-6.5625E-4
1.65	-0.01	-0.00125	0.005	0.00375	0.00625	0.00875	0.02125	-6.5625E-5
1.66	-0.0175	-0.0075	0.00125	-0.0025	0.00125	0.00625	0.015	-5.90625E-4
1.67	-0.01625	-0.0025	0	0	0.0025	0.01	0.01625	1.3125E-4
1.68	-0.00875	0.00375	0.01125	0.00875	0.01375	0.015	0.025	6.5625E-5
1.69	-0.0125	0	0.00374999999999999	0.005	0.00375	0.0125	0.01875	0
1.7	-0.01125	-0.0025	0.005	0.005	0.00875	0.01125	0.02	1.3125E-4
1.71	-0.01375	-0.00125	0.005	0.00375	0.0075	0.0125	0.02	1.96875E-4
1.72	-0.01625	-0.0075	0.0025	-0.00375	0.00375	0.0125	0.01625	-1.3125E-4
1.73	-0.01125	0.0025	0.0075	0.00375	0.00875	0.0125	0.02125	3.28125E-4
1.74	-0.0175	-0.00375	0.0025	0	0.00625	0.0075	0.0125	2.625E-4
1.75	-0.0175	-0.0075	0.00125	0	0.0025	0.0075	0.0175	-3.9375E-4
1.76	-0.0175	-0.005	0	0	0.005	0.0075	0.015	-7.21875E-4
1.77	-0.02	-0.0075	0.00125	-0.005	0.00125	0.0025	0.0125	-4.59375E-4
1.78	-0.0125	-0.00125	0.00625	-0.00125	0.00875	0.0075	0.015	-6.5625E-4
1.79	-0.01625	-0.005	0.005	-0.0025	0	0.0075	0.00875	-8.53125E-4
1.8	-0.02	-0.00625	-0.00375	-0.005	0.0025	0.0075	0.01125	-8.53125E-4
1.81	-0.01625	-0.00625	0.0025	0.00125	0.00125	0.0075	0.01375	-8.53125E-4
1.82	-0.015	-0.00375	0.0025	-0.00375	0.005	0.0075	0.015	-3.28125E-4
1.83	-0.01625	-0.005	0.0025	-0.00375	0.0025	0.0075	0.01625	-4.59375E-4
1.84	-0.02125	-0.0125	0.0025	-0.00875	-0.00375	0.0025	0.01125	-9.1875E-4
1.85	-0.0175	-0.00125	0.0075	0.0025	0.00625	0.01125	0.01625	-3.28125E-4
1.86	-0.0175	-0.00125	0.00374999999999999	0.00125	0.00375	0.01	0.01875	1.96875E-4
1.87	-0.01625	-0.0025	0.00625	0.00125	0.00625	0.0125	0.02625	-6.5625E-5
1.88	-0.015	-0.00375	0.005	0.00375	0.00625	0.01125	0.0225	-3.28125E-4
1.89	-0.01625	-0.00625	0.005	0.0025	0.00375	0.01	0.02125	6.5625E-5
1.9	-0.01375	-0.00375	0.00374999999999999	0.005	0.0075	0.01	0.02	0
1.91	-0.015	-0.005	0	0.00125	0.00625	0.01375	0.0225	-3.28125E-4
1.92	-0.00875	0.00375	0.01	0.01	0.00875	0.01875	0.0275	1.96875E-4
1.93	-0.01625	-0.00375	0.005	0	0.0025	0.00875	0.02	1.3125E-4
1.94	-0.01875	-0.00375	0.00374999999999999	0.00125	0.00125	0.0125	0.01875	-2.625E-4
1.95	-0.02	-0.005	0.00125	-0.0025	0.00125	0.0075	0.01625	-3.28125E-4
1.96	-0.0175	-0.0025	0.005	-0.00125	0.00625	0.00875	0.0175	-3.28125E-4
1.97	-0.01875	-0.00375	0.005	-0.00375	-0.00125	0.00625	0.01	-8.53125E-4
1.98	-0.01625	-0.01125	0	-0.00375	-0.0025	0.005	0.0125	-9.84375E-4
1.99	-0.0175	-0.0025	0.005	0	0.00125	0.0025	0.01125	-5.90625E-4
2	-0.02125	-0.01125	-0.00125	-0.00875	0.00125	0.01	0.01375	-9.1875E-4
2.01	-0.015	-0.0075	0.00374999999999999	-0.00375	0.00375	0.0075	0.01375	-1.3125E-4
2.02	-0.01625	-0.00875	0.00374999999999999	-0.00375	0.00125	0.00625	0.0125	-5.90625E-4
2.03	-0.02125	-0.00875	-0.0025	-0.0025	0	0.00375	0.015	-5.90625E-4
2.04	-0.01375	-0.00125	0.005	0.005	0.005	0.00875	0.02125	-1.3125E-4
2.05	-0.02	-0.01	-0.00125	-0.00375	0.00125	0.00375	0.01375	-5.25E-4
2.06	-0.01875	-0.00875	0.0075	0	0.005	0.00625	0.02125	3.9375E-4
2.07	-0.01875	-0.00875	0.00125	-0.00375	-0.0025	0.0025	0.0125	-1.96875E-4
2.08	-0.02	-0.00125	0.0025	0	0.00125	0.01	0.0175	-4.59375E-4
2.09	-0.0175	-0.00625	0.00125	0.00125	0.00375	0.00875	0.01875	-2.625E-4
2.1	-0.01125	-0.0025	0.00875	0.005	0.00875	0.01	0.0225	0
2.11	-0.0175	-0.005	0.0025	0.0025	0.00375	0.0075	0.015	-7.21875E-4
2.12	-0.02125	-0.0075	0.00125	0	0.00375	0.01	0.015	-3.9375E-4
2.13	-0.0125	0.00375	0.00625	0.005	0.00375	0.01375	0.02	-3.9375E-4
2.14	-0.01625	-0.005	0.00374999999999999	0.00125	0.00375	0.00875	0.01375	-1.3125E-4
2.15	-0.0175	-0.005	0.005	-0.0025	0.005	0.01	0.015	-3.28125E-4
2.16	-0.0125	-0.00875	0.01	0.0025	0.00375	0.01125	0.01625	-3.28125E-4
2.17	-0.01625	-0.0125	-0.00125	-0.00625	-0.00125	0.005	0.01	-3.28125E-4
2.18	-0.00875	-0.00375	0.005	0.00375	0.00375	0.00625	0.01125	-4.59375E-4
2.19	-0.01625	-0.01	0.00374999999999999	-0.005	0.0025	0.00375	0.00875	-3.9375E-4
2.2	-0.01625	-0.00875	0.00374999999999999	0.00125	0.00375	0.00375	0.01	-4.59375E-4
2.21	-0.0175	-0.0125	0	-0.005	0	0.005	0.00625	-6.5625E-4
2.22	-0.01625	-0.00875	0	-0.005	-0.00125	0	0.0075	-7.21875E-4
2.23	-0.015	-0.00375	0.005	-0.00125	0.0025	0.005	0.0125	-3.9375E-4
2.24	-0.02125	-0.01375	-0.00125	-0.00625	-0.00375	-0.00125	0.005	-1.3125E-4
2.25	-0.0175	-0.0075	-0.00125	-0.0025	0.0025	0.005	0.01375	0
2.26	-0.01375	-0.0025	0.00374999999999999	0.00125	0.00375	0.0075	0.01625	0
2.27	-0.0125	-0.005	0.00374999999999999	0.0025	0.0025	0.0075	0.01625	-1.3125E-4
2.28	-0.01375	-0.005	0.00374999999999999	0.00125	0.00375	0.01	0.0175	0
2.29	-0.01625	-0.0075	0.00125	-0.00125	0	0.00875	0.0175	-1.96875E-4
2.3	-0.0125	-0.0025	0.005	0.0025	0.005	0.01	0.01875	-6.5625E-5
2.31	-0.0175	-0.005	-0.0025	0.00125	0.00625	0.00625	0.01125	-2.625E-4
2.32	-0.015	0.00125	0.0075	0.00625	0.00625	0.01	0.01875	3.9375E-4
2.33	-0.01625	-0.00375	0.00374999999999999	0.00125	0.00375	0.0125	0.01625	1.96875E-4
2.34	-0.01	-0.00125	0.005	0.00125	0.00625	0.01625	0.02	5.25E-4
2.35	-0.0125	-0.005	0.005	0.00125	0.005	0.01	0.01875	6.5625E-5
2.36	-0.01625	-0.01125	-0.00125	-0.00375	0.0025	0.005	0.01375	-1.3125E-4
2.37	-0.02	-0.0075	0.0025	-0.005	0.00625	0.00875	0.01375	1.96875E-4
2.38	-0.0175	-0.005	0.00625	-0.0025	0.00625	0.005	0.01375	-3.28125E-4
2.39	-0.02375	-0.005	0.00125	-0.005	0.0025	0.0075	0.0125	-5.25E-4
2.4	-0.0225	-0.01	-0.00125	-0.00625	0	0.005	0.00625	-8.53125E-4
2.41	-0.01625	-0.00375	0.00625	0	0.00625	0.01125	0.0125	-6.5625E-5
2.42	-0.02375	-0.0075	-0.00125	-0.00625	0	0.0025	0.01125	-3.28125E-4
2.43	-0.01375	-0.005	0.00625	-0.0025	0.00875	0.01	0.01875	-1.3125E-4
2.44	-0.02	-0.0075	0.0025	-0.00125	0.00625	0.01	0.01625	-4.59375E-4
2.45	-0.02	-0.00625	-0.0025	-0.0025	0	0.00875	0.01625	-6.5625E-5
2.46	-0.01625	-0.00375	0.005	0.00375	0.00125	0.0125	0.02125	-4.59375E-4
2.47	-0.01625	-0.00125	0.0075	0.005	0.00625	0.01125	0.02375	-3.9375E-4
2.48	-0.01625	0	0.005	0.0025	0.01	0.01625	0.02625	6.5625E-5
2.49	-0.01875	-0.005	0.00374999999999999	0	0.00125	0.00875	0.01875	-5.25E-4
2.5	-0.015	-0.00375	0.00374999999999999	0.0075	0.00875	0.0175	0.02875	3.9375E-4
2.51	-0.01875	-0.0025	0.0025	0.0025	0.005	0.01	0.02125	-6.5625E-5
2.52	-0.0125	0.00125	0.00875	0.00875	0.0075	0.0175	0.02625	-1.96875E-4
2.53	-0.015	-0.00375	0.00374999999999999	0.005	0.0025	0.01375	0.0225	1.96875E-4
2.54	-0.01375	0.00125	0.00875	0.0075	0.005	0.01625	0.02375	1.96875E-4
2.55	-0.01875	-0.005	0.00125	0.00125	0.00375	0.01	0.02	-1.3125E-4
2.56	-0.015	-0.00375	0.00374999999999999	0.00625	0.00875	0.0125	0.01875	-1.96875E-4
2.57	-0.01875	-0.0075	0.005	-0.0025	0.005	0.01375	0.01875	-1.3125E-4
2.58	-0.025	-0.0125	-0.00125	-0.0075	-0.005	0.00375	0.01375	-9.1875E-4
2.59	-0.02	-0.0025	0.0025	0	0.00125	0.01	0.01625	-1.96875E-4
2.6	-0.02	-0.0075	0.00125	-0.00375	0.0025	0.00625	0.01375	-6.5625E-4
2.61	-0.01875	-0.00625	0.00374999999999999	0	0.0025	0.0075	0.0125	0
2.62	-0.0225	-0.00875	0	-0.00375	0.00375	0.00875	0.015	-1.96875E-4
2.63	-0.01875	-0.00625	0.0025	0.00375	0.00375	0.01125	0.01375	-7.875E-4
2.64	-0.0175	-0.01	0.00125	-0.0025	0	0.00875	0.015	-3.28125E-4
2.65	-0.01375	-0.00375	0.01	0.005	0.005	0.01125	0.0175	6.5625E-5
2.66	-0.02125	-0.0075	0	-0.005	0.0025	0.00375	0.0175	-8.53125E-4
2.67	-0.015	-0.00375	0.00374999999999999	-0.00125	0.005	0.00875	0.0175	-1.96875E-4
2.68	-0.01625	-0.005	0	0.00125	0	0.00875	0.0125	-2.625E-4
2.69	-0.0175	-0.00625	0	0.0025	0.00625	0.01125	0.0175	-6.5625E-5
2.7	-0.01375	0.0025	0.0075	0.0075	0.0075	0.01125	0.02	0
2.71	-0.01875	-0.00375	0.0025	0.0025	0.00375	0.01375	0.02125	3.28125E-4
2.72	-0.01125	0	0.00625	0.0075	0.0075	0.01625	0.025	6.5625E-5
2.73	-0.01875	-0.0025	0	0	0.00375	0.01	0.01375	6.5625E-5
2.74	-0.01125	-0.0025	0.00875	0.00625	0.00875	0.015	0.0175	-6.5625E-4
2.75	-0.0175	-0.00625	0.00374999999999999	-0.00125	0.00375	0.0075	0.01625	-7.875E-4
2.76	-0.0175	-0.00375	0	0.00125	0.0025	0.0075	0.01375	-6.5625E-5
2.77	-0.01625	-0.0075	-0.00125	-0.005	0.00125	0.005	0.015	-3.9375E-4
2.78	-0.01375	-0.00375	0.005	0.00375	0.00375	0.00875	0.0125	-2.625E-4
2.79	-0.01875	-0.01	-0.00375	-0.0025	0	0.00625	0.01125	-7.875E-4
2.8	-0.01375	-0.00625	0.005	0	0.0025	0.00625	0.01	-1.96875E-4
2.81	-0.02125	-0.0125	-0.00375	-0.00875	-0.00125	0.00125	0.00625	-9.84375E-4
2.82	-0.015	-0.00375	0.00625	0	0.00125	0.00375	0.00625	-1.3125E-4
2.83	-0.01375	-0.0075	-0.00125	-0.00375	0.00125	0.0025	0.0125	-7.21875E-4
2.84	-0.01875	-0.00875	0.0025	-0.00375	0.00375	0.00375	0.01125	-7.875E-4
2.85	-0.01875	-0.01	-0.00125	-0.00375	0	0	0.0075	-8.53125E-4
2.86	-0.01625	-0.0075	0.00374999999999999	-0.00125	0.005	0.00625	0.0175	-3.28125E-4
2.87	-0.02	-0.01125	-0.00125	-0.0025	-0.0025	0.0075	0.0125	-9.1875E-4
2.88	-0.01625	-0.00875	0.00125	-0.0025	0.00375	0.0075	0.0125	-4.59375E-4
